1a0s	206	4.98788329392	824	5.02655871183	1670	5.53497366853	220	5.04052953619	880	5.0664946458	1783	5.56489295125
1bxw	88	1.33150778467	352	1.38627792287	692	2.50508198072	103	1.38814549404	412	1.44752666124	810	2.51960376865
1e54	152	3.03577507805	608	3.06264305094	1158	3.63909529827	177	3.10855280712	708	3.13748376848	1357	3.70889464756
1fep	239	4.42753011997	956	4.45860714417	1936	4.95850920968	304	5.00594939269	1216	5.02211026482	2479	5.55047452986
1i78	115	3.66441583899	460	3.68060223928	904	4.47017697316	212	4.73932728455	848	4.76901943021	1705	5.63008601142
1k24	125	4.74887391397	500	4.7657543573	990	5.14124552094	155	4.78561068876	620	4.808204047	1231	5.30671312781
1kmo	237	2.63040121711	948	2.66204625229	1930	3.43481396977	312	3.03221579435	1248	3.06635957567	2570	3.82805396921
1nqe	219	2.80369374952	876	2.84063415418	1769	3.54808843487	290	3.42143775195	1160	3.43296060426	2371	4.14634298466
1p4t	91	1.35788017124	364	1.45000162168	689	2.54566859625	111	1.72885907412	444	1.83045066333	847	2.94327744941
1prn	155	2.46859421338	620	2.48529901675	1201	3.2027854812	156	2.4640124289	624	2.48055779565	1209	3.19528573801
1qd6	136	5.48016048986	544	5.53675670354	1140	6.69339468646	144	5.64624719015	576	5.68937733622	1209	6.8666474546
1qj8	86	2.64245797407	344	2.63728868331	658	3.48522499598	121	3.06808364319	484	3.08360735539	947	3.92526214647
1t16	144	2.19266816976	576	2.23623159129	1167	3.14713835627	184	2.84818602489	736	2.88157923273	1483	3.68545002636
1thq	85	3.29248520126	340	3.3451064583	711	4.29155085058	85	3.29248520126	340	3.3451064583	711	4.29155085058
1tly	139	4.63873803234	556	4.67423552747	1200	5.42713735776	145	4.64960809046	580	4.68211417202	1246	5.45336463768
1uyn	141	1.35136601331	564	1.45544982552	1014	2.82005776452	188	1.42379359801	752	1.53114342722	1380	2.99309527017
1xkw	239	3.1940550816	956	3.22847746652	1867	3.90405118749	326	3.70467680348	1304	3.72343326158	2580	4.28250125142
2erv	94	3.8608678716	376	3.91873929409	751	4.6279516463	94	3.8608678716	376	3.91873929409	751	4.6279516463
2f1c	148	3.06107468616	592	3.10109238697	1258	3.99323574114	172	3.10531673232	688	3.15807627755	1464	4.1128886479
2f1t	84	3.09865268342	336	3.10988216117	678	3.9017499842	92	3.19447117736	368	3.19787788144	745	4.06687102203
2fcp	224	2.73202017357	896	2.76665049113	1802	3.52887048109	337	4.92717571019	1348	4.97023372687	2726	5.37736772456
2lhf	77	1.41777087841	308	1.464557865	613	2.54146193392	78	1.42226901582	312	1.47252567678	621	2.53313438189
2mlh	69	1.50690481639	276	1.57474053726	533	2.51982701699	69	1.50690481639	276	1.57474053726	533	2.51982701699
